@relation incendios

@attribute 'mediasR' numeric
@attribute 'mediasG' numeric
@attribute 'mediasB' numeric
@attribute 'desvStdR' numeric
@attribute 'desvStdG' numeric
@attribute 'desvStdB' numeric
@attribute 'entropiasR' numeric
@attribute 'entropiasG' numeric
@attribute 'entropiasB' numeric
@attribute 'modaBN' numeric
@attribute 'rangosContrasteR' numeric
@attribute 'rangosContrasteG' numeric
@attribute 'rangosContrasteB' numeric
@attribute 'pendienteOscuridad' numeric
@attribute 'pendienteBrillo' numeric
@attribute 'brilloLimpia' numeric
@attribute 'coeficientesCorrelacionR' numeric
@attribute 'coeficientesCorrelacionG' numeric
@attribute 'coeficientesCorrelacionB' numeric
@attribute 'factorContraste' numeric
@attribute 'anisotropiasR' numeric
@attribute 'anisotropiasG' numeric
@attribute 'anisotropiasB' numeric


@attribute 'class' {nada,humo,fuego}
@data
207.891,129.899,46.311,62.905,67.779,37.266,6.243,7.733,6.593,2,458,510,510,3.539,5.223,150,14.000,1.000,9.000,0.917,10.618,3.999,2.339,fuego
204.842,138.962,46.198,71.138,78.071,33.522,5.863,7.624,6.709,2,458,510,400,3.197,4.352,159,16.000,2.000,8.000,0.926,77.922,2.764,1.160,fuego
253.155,168.295,40.285,2.051,28.202,22.097,2.638,5.893,5.468,2,32,242,368,13.769,18.741,147,425.000,55.000,95.000,0.276,0.606,4.181,11.733,fuego
252.757,152.881,31.552,2.137,28.025,17.001,2.833,6.449,5.376,2,42,290,320,9.813,11.759,139,243.000,20.000,95.000,0.289,0.700,13.444,12.934,fuego
252.705,170.233,48.745,2.670,43.336,34.529,2.888,6.434,6.012,2,46,266,390,17.587,20.744,138,310.000,134.000,141.000,0.297,0.108,0.380,0.035,fuego
108.401,31.416,5.918,35.495,13.133,4.959,7.128,5.655,4.013,1,376,196,82,12.310,2.427,46,2.000,30.000,97.000,0.843,0.203,0.053,0.028,humo
122.645,55.500,21.796,73.579,60.088,40.538,7.577,6.916,5.518,1,484,510,510,19.846,2.253,32,3.000,3.000,21.000,0.954,0.237,0.411,0.401,fuego
188.134,132.331,65.723,70.617,91.068,65.072,6.890,7.642,7.230,2,486,510,510,4.047,0.821,136,12.000,6.000,7.000,0.932,1.997,12.592,7.306,fuego
118.943,72.984,37.154,87.195,85.627,53.519,7.133,6.748,6.191,0,490,510,510,51.000,3.873,20,6.000,6.000,10.000,0.977,3.109,4.473,2.009,fuego
225.564,180.296,84.139,46.528,74.362,57.145,5.714,7.448,7.501,2,452,510,508,1.414,4.219,186,19.000,3.000,4.000,0.910,0.455,0.408,1.742,fuego
182.978,114.641,47.381,72.491,78.073,39.228,6.912,7.840,6.674,2,470,510,510,1.678,3.417,123,11.000,1.000,12.000,0.938,0.880,0.959,0.843,fuego
139.490,63.510,27.863,68.032,62.787,31.741,7.570,7.213,6.048,1,466,510,378,13.226,1.830,43,4.000,2.000,18.000,0.916,0.010,0.353,0.091,fuego
244.080,219.910,131.673,23.870,59.152,75.827,4.323,5.591,7.850,2,384,510,510,2.379,301.000,218,20.000,11.000,34.000,0.847,0.171,3.532,20.088,fuego
252.450,193.036,60.262,2.508,46.589,35.672,3.001,6.874,6.732,2,46,276,370,4.404,5.034,162,230.000,4.000,3.000,0.295,0.386,0.408,0.703,fuego
252.112,203.219,85.643,2.925,46.393,58.668,3.169,6.405,7.384,2,52,268,478,2.848,3.359,167,190.000,10.000,1.000,0.330,0.093,0.146,4.544,fuego
35.960,12.088,4.458,27.590,7.648,3.808,6.392,4.701,3.675,0,322,106,56,128.889,4.715,12,3.000,37.000,97.000,0.974,0.458,0.979,0.316,nada
61.703,17.674,5.760,27.380,8.429,4.986,6.589,4.959,3.999,0,346,138,92,47.833,3.633,24,2.000,26.000,79.000,0.895,0.931,0.761,0.512,nada
191.138,118.484,57.748,65.703,86.081,79.146,6.870,7.454,6.673,1,418,510,510,1.060,88.333,88,10.000,2.000,9.000,0.855,0.932,1.799,0.183,fuego
194.858,160.215,108.563,75.823,96.649,91.635,6.250,6.873,7.446,2,442,510,510,2.739,343.000,218,15.000,5.000,8.000,0.910,0.253,0.324,1.343,fuego
250.126,245.951,219.716,11.220,25.925,56.939,3.092,3.419,5.631,2,290,478,510,26.071,3295.500,253,64.000,36.000,22.000,0.717,0.469,0.484,0.319,fuego
223.729,196.697,123.158,58.633,78.773,77.958,5.300,6.471,7.779,2,442,510,510,1.208,29.500,214,16.000,7.000,21.000,0.903,0.492,0.071,1.880,fuego
181.719,116.475,50.577,71.419,85.415,51.934,7.028,7.774,6.822,2,462,510,510,8.074,0.956,119,12.000,1.000,12.000,0.932,0.353,0.371,0.257,fuego
243.138,219.971,144.880,23.852,57.845,80.808,4.484,5.574,7.582,2,374,510,510,7.917,1001.000,226,21.000,14.000,30.000,0.835,0.361,0.404,1.610,fuego
252.185,223.167,98.319,2.662,33.573,53.716,3.106,6.049,7.399,2,48,234,472,2.041,6.633,192,215.000,13.000,4.000,0.303,0.201,1.689,3.529,fuego
250.324,209.076,107.219,10.204,50.495,74.690,3.549,6.206,7.659,2,318,492,510,4.235,5.906,193,28.000,7.000,11.000,0.729,0.788,0.821,1.225,fuego
25.341,8.582,3.150,7.506,2.921,2.568,4.923,3.588,3.186,0,114,42,36,248.182,11.189,12,40.000,225.000,202.000,0.938,0.314,0.333,0.249,nada
37.385,11.365,4.011,13.751,3.844,3.174,5.636,3.912,3.493,0,200,70,48,130.714,7.593,16,41.000,123.000,129.000,0.862,0.321,0.014,0.256,nada
75.255,20.280,4.912,40.107,11.635,4.102,7.006,5.156,3.783,0,396,146,66,56.467,3.529,26,44.000,20.000,85.000,0.835,11.602,4.357,0.267,humo
85.702,35.351,13.162,61.273,47.487,24.639,7.227,5.871,4.815,0,480,508,436,47.133,2.946,25,22.000,91.000,16.000,0.936,4.376,2.577,1.384,humo
189.590,128.400,68.427,70.114,92.152,84.090,6.737,7.307,6.852,2,468,506,510,2.996,379.000,98,9.000,4.000,9.000,0.932,872.747,189.670,2.706,fuego
199.219,162.150,120.680,70.629,101.339,102.847,6.140,6.238,7.083,2,434,508,510,4.664,586.000,242,11.000,8.000,11.000,0.882,115.975,109.100,16.688,fuego
168.876,113.358,65.215,74.828,96.039,80.469,7.102,7.177,6.861,2,462,510,510,10.107,1.247,50,10.000,3.000,11.000,0.903,3.179,1.069,0.211,fuego
231.793,189.025,119.209,35.350,77.161,89.727,5.546,6.732,7.658,2,340,502,510,3.751,471.000,218,20.000,6.000,4.000,0.771,0.039,0.148,0.229,fuego
208.002,141.763,69.497,55.960,87.486,74.363,6.520,7.250,7.305,2,478,504,510,2.360,0.983,134,11.000,5.000,3.000,0.910,142.974,203.304,2.698,fuego
166.214,99.304,48.239,79.642,81.513,58.829,7.310,7.507,6.832,1,490,510,510,14.364,1.356,71,8.000,1.000,4.000,0.954,27.909,3.566,0.212,fuego
11.094,6.951,4.389,3.775,2.495,2.489,3.908,3.327,3.255,0,58,40,34,524.375,16.984,7,161.000,255.000,306.000,0.909,7.558,0.501,1.077,nada
13.876,8.913,5.956,5.752,2.425,2.872,4.321,3.293,3.498,0,74,40,34,512.556,18.752,9,483.000,364.000,232.000,0.826,2.012,0.216,1.588,nada
19.246,9.123,3.850,6.199,2.348,2.736,4.649,3.269,3.341,0,88,38,36,388.300,15.849,10,46.000,418.000,151.000,0.800,5.841,0.054,3.151,nada
23.163,10.833,3.984,6.632,2.236,2.549,4.672,3.189,3.306,0,88,38,28,292.727,13.197,12,98.000,375.000,328.000,0.857,0.704,1.876,0.005,nada
31.273,12.542,4.006,11.083,2.539,2.373,5.183,3.382,3.216,0,138,46,28,222.786,12.942,14,100.000,288.000,414.000,0.789,7.832,2.987,0.479,nada
37.913,13.656,5.080,12.996,3.022,2.965,5.535,3.607,3.540,0,172,64,48,131.214,7.622,17,20.000,151.000,173.000,0.800,8.072,1.347,0.969,nada
38.188,13.562,5.208,16.392,3.351,3.191,5.874,3.590,3.600,0,322,124,80,112.200,7.013,17,7.000,145.000,175.000,0.935,3.388,1.475,0.334,nada
64.160,22.209,7.646,43.509,26.038,13.007,6.857,4.890,4.122,0,482,506,310,79.357,4.610,21,2.000,21.000,28.000,0.930,5.482,1.185,0.752,nada
60.347,24.122,11.500,46.724,17.239,7.924,6.860,5.095,4.635,0,494,436,224,73.294,5.235,21,25.000,121.000,28.000,0.912,9.531,1.915,0.351,nada
28.592,19.430,15.056,27.382,11.237,6.513,5.332,4.276,4.344,0,504,368,218,150.375,10.067,17,155.000,173.000,64.000,0.978,0.504,0.467,0.088,nada
45.988,8.855,1.516,4.867,1.177,1.406,3.357,2.059,2.230,0,46,12,10,147.556,11.207,18,2546.000,2097.000,574.000,0.268,0.177,0.156,0.276,nada
61.350,12.165,2.203,6.980,2.171,1.484,4.062,2.951,2.178,0,64,18,12,95.360,10.365,25,213.000,1024.000,1183.000,0.294,0.084,0.513,0.132,humo
75.316,15.617,2.106,6.697,1.734,1.523,3.946,2.743,2.324,0,54,16,12,60.212,8.950,32,150.000,561.000,512.000,0.180,0.092,0.239,0.309,humo
74.987,15.532,2.362,6.096,1.638,1.368,3.790,2.293,2.287,0,70,20,12,87.067,11.609,30,134.000,703.000,1091.000,0.242,0.331,0.288,0.091,humo
72.385,14.785,2.218,5.064,1.033,1.476,3.416,1.971,2.218,0,36,12,14,85.179,10.507,30,1792.000,1601.000,941.000,0.167,0.032,0.061,0.006,humo
76.318,15.331,2.622,3.998,1.334,1.371,3.213,2.369,2.222,0,36,16,10,82.606,12.279,32,287.000,1235.000,3263.000,0.167,0.042,0.161,0.343,humo
75.333,15.546,1.688,10.214,2.615,1.574,4.749,3.317,2.360,0,116,46,38,64.640,7.026,31,49.000,155.000,203.000,0.439,0.158,0.170,0.291,humo
44.213,8.001,1.645,14.785,3.671,1.762,5.342,3.749,2.457,0,136,42,24,126.778,4.638,18,18.000,130.000,298.000,0.682,0.000,0.270,0.320,humo
17.869,1.813,2.140,4.260,1.203,1.169,2.629,1.995,2.102,0,38,14,12,364.444,13.333,7,295.000,875.000,664.000,0.444,0.391,0.018,0.361,nada
11.067,2.613,0.920,0.737,0.631,0.272,1.144,1.144,0.403,0,6,4,2,1744.000,34.880,5,2904.000,2904.000,7960.000,0.250,0.252,0.252,0.500,nada
61.056,12.565,2.184,10.213,3.005,1.528,4.623,3.382,2.431,0,90,28,12,77.000,8.370,25,103.000,133.000,898.000,0.370,0.108,0.436,0.068,humo
81.238,17.778,2.092,9.212,2.566,1.552,4.584,3.276,2.495,0,80,24,14,68.212,10.140,33,58.000,516.000,399.000,0.254,0.229,0.857,0.044,humo
97.766,21.451,1.605,10.032,2.812,1.525,4.988,3.383,2.391,1,114,38,16,36.600,6.809,40,18.000,160.000,379.000,0.287,0.015,0.294,0.298,humo
134.562,34.974,3.343,44.451,20.647,5.949,6.950,5.572,3.157,1,352,244,98,14.071,2.775,45,3.000,8.000,94.000,0.638,0.084,0.033,0.268,fuego
96.451,21.354,1.333,12.552,3.233,1.329,5.059,3.562,2.210,1,110,38,14,33.364,4.959,40,18.000,72.000,510.000,0.289,0.209,0.253,0.097,humo
98.600,21.717,1.553,11.108,3.440,1.401,4.995,3.608,2.331,1,108,42,18,28.800,5.358,40,17.000,89.000,329.000,0.281,0.396,0.327,0.050,humo
85.871,18.033,1.699,24.690,6.582,2.097,5.474,4.213,2.538,1,170,72,44,30.125,5.605,40,44.000,104.000,155.000,0.612,0.080,0.166,0.212,humo
28.782,4.860,1.668,6.078,1.977,1.590,3.795,2.679,2.321,0,88,46,48,311.889,11.411,11,46.000,959.000,209.000,0.644,0.400,0.046,0.355,nada
16.458,1.525,1.869,3.717,0.993,0.980,2.257,1.742,1.753,0,20,6,6,808.800,16.176,6,415.000,3655.000,1139.000,0.286,0.429,0.454,0.133,nada
11.195,2.640,0.959,0.636,0.560,0.199,1.081,1.081,0.248,0,6,4,2,1817.600,36.352,5,3032.000,3032.000,8696.000,0.250,0.319,0.319,0.500,nada
85.560,19.758,2.117,13.303,3.939,1.605,5.248,3.767,2.562,0,118,40,14,45.515,6.766,33,41.000,395.000,285.000,0.351,0.364,0.143,0.136,humo
116.569,30.035,2.344,24.382,13.687,4.759,5.498,4.281,2.686,1,332,340,148,29.244,5.603,45,13.000,38.000,106.000,0.648,0.312,0.139,0.223,humo
189.823,80.174,18.649,54.346,54.635,24.535,6.516,7.118,4.938,1,320,448,202,4.200,1.155,62,9.000,1.000,24.000,0.674,0.078,0.010,0.094,fuego
231.332,117.047,34.540,35.631,50.140,26.182,5.031,7.424,6.082,2,254,428,242,1.627,2.324,143,22.000,1.000,9.000,0.580,0.017,0.000,0.005,fuego
187.352,65.652,9.812,47.602,36.890,15.747,6.845,6.739,4.387,1,292,430,200,5.774,1.515,71,5.000,2.000,35.000,0.632,0.069,0.036,0.052,fuego
184.720,67.005,10.724,49.251,38.099,16.987,6.754,6.714,4.198,1,292,340,166,4.983,1.500,64,6.000,2.000,44.000,0.602,0.052,0.411,1.466,fuego
88.232,20.622,3.256,43.274,13.986,4.674,6.682,5.291,3.253,1,286,138,94,70.429,4.091,39,3.000,16.000,88.000,0.798,0.258,0.085,0.441,humo
25.073,3.966,1.628,3.595,1.629,1.337,2.807,2.146,2.160,0,34,22,10,565.556,20.691,9,2738.000,1650.000,597.000,0.391,0.116,0.049,0.300,nada
18.029,1.204,2.266,3.023,1.073,1.034,2.270,1.688,1.807,0,24,10,14,565.571,15.964,7,793.000,1329.000,960.000,0.412,0.463,0.413,0.226,nada
12.034,2.361,1.081,1.697,0.695,0.431,1.726,1.407,0.458,0,22,10,10,1763.000,35.260,5,420.000,1500.000,2208.000,0.538,0.269,0.173,0.500,nada
114.644,29.947,1.457,20.755,8.054,1.594,6.082,4.799,2.351,1,174,66,16,14.341,2.748,46,14.000,91.000,450.000,0.394,0.194,0.057,0.162,humo
174.522,63.751,8.390,38.280,38.305,17.938,6.497,6.204,3.837,1,266,438,228,8.400,2.585,67,3.000,2.000,33.000,0.597,0.115,0.196,0.367,humo
251.718,173.903,62.139,4.541,44.747,25.977,3.129,7.257,6.633,2,80,338,296,1.389,1.953,158,104.000,2.000,2.000,0.333,0.455,0.178,0.271,fuego
251.520,165.481,58.396,5.179,21.072,11.823,3.127,6.377,5.552,2,144,364,238,2.423,3.818,157,61.000,2.000,6.000,0.429,0.292,0.329,0.050,fuego
