@relation incendios

@attribute 'mediasR' numeric
@attribute 'mediasG' numeric
@attribute 'mediasB' numeric
@attribute 'desvStdR' numeric
@attribute 'desvStdG' numeric
@attribute 'desvStdB' numeric
@attribute 'entropiasR' numeric
@attribute 'entropiasG' numeric
@attribute 'entropiasB' numeric
@attribute 'modaBN' numeric
@attribute 'rangosContrasteR' numeric
@attribute 'rangosContrasteG' numeric
@attribute 'rangosContrasteB' numeric
@attribute 'pendienteOscuridad' numeric
@attribute 'pendienteBrillo' numeric
@attribute 'brilloLimpia' numeric
@attribute 'coeficientesCorrelacionR' numeric
@attribute 'coeficientesCorrelacionG' numeric
@attribute 'coeficientesCorrelacionB' numeric
@attribute 'factorContraste' numeric
@attribute 'anisotropiasR' numeric
@attribute 'anisotropiasG' numeric
@attribute 'anisotropiasB' numeric


@attribute 'class' {nada,humo,fuego}
@data
4.938,4.571,3.732,4.766,4.419,3.772,3.134,3.071,2.956,0,70,68,64,2107.000,8.358,1,82.000,94.000,105.000,1.000,0.489,0.487,0.485,nada
67.456,64.922,60.333,23.397,22.683,21.841,5.527,5.487,5.457,1,164,160,156,3.312,1.433,75,5.000,5.000,4.000,0.833,0.365,0.355,0.348,nada
57.511,55.734,52.676,17.876,17.152,16.374,5.981,5.941,5.899,1,152,152,152,3.472,0.571,54,7.000,6.000,5.000,0.704,0.487,0.487,0.487,nada
41.177,40.177,38.177,11.950,11.950,11.950,5.494,5.494,5.494,1,130,130,130,6.059,0.932,36,4.000,4.000,4.000,0.670,0.379,0.379,0.379,nada
38.847,37.827,35.575,21.837,21.829,21.356,5.976,5.975,5.951,0,166,166,162,11.105,0.894,21,3.000,3.000,2.000,0.822,0.425,0.426,0.421,nada
17.975,16.975,14.975,6.293,6.293,6.293,4.191,4.191,4.191,0,88,88,88,52.083,2.572,13,124.000,124.000,124.000,0.759,0.223,0.223,0.223,nada
13.697,12.833,11.023,8.260,8.113,7.920,4.807,4.741,4.651,0,100,98,96,49.750,1.611,9,9.000,9.000,9.000,0.923,0.406,0.405,0.405,nada
6.301,6.219,5.631,9.031,8.936,8.434,3.785,3.774,3.674,0,106,106,102,747.000,3.925,2,18.000,18.000,21.000,1.000,0.432,0.431,0.444,nada
2.921,2.921,2.878,3.803,3.803,3.665,2.828,2.828,2.824,0,72,72,68,1489.000,7.421,2,72.000,72.000,104.000,1.000,0.433,0.433,0.433,nada
26.268,25.207,23.438,22.711,21.679,20.091,4.921,4.873,4.771,0,128,122,114,1085.000,4.382,24,79.000,100.000,20.000,1.000,0.439,0.438,0.425,nada
7.617,7.045,5.905,6.134,5.741,5.007,3.785,3.739,3.622,0,78,76,74,436.000,3.447,6,26.000,27.000,30.000,0.949,0.481,0.480,0.477,nada
74.975,72.489,68.513,19.942,19.488,18.950,5.584,5.524,5.478,1,176,172,170,2.418,1.341,78,2.000,2.000,2.000,0.811,0.479,0.474,0.475,nada
73.394,71.019,67.813,17.971,17.613,16.589,5.697,5.676,5.599,1,132,130,126,3.478,1.897,78,5.000,5.000,6.000,0.478,0.327,0.335,0.324,nada
73.669,72.226,68.971,23.911,23.364,22.275,6.175,6.126,6.072,1,164,160,154,2.098,1.399,71,28.000,29.000,35.000,0.580,0.448,0.445,0.441,nada
70.695,69.130,65.721,27.555,27.040,26.056,6.204,6.154,6.100,1,178,174,168,1.772,1.000,88,9.000,11.000,10.000,0.696,0.456,0.453,0.449,nada
18.472,17.472,15.472,2.060,2.060,2.060,2.738,2.738,2.738,0,40,40,40,88.938,5.954,16,284.000,284.000,284.000,0.476,0.001,0.001,0.001,nada
16.878,15.878,13.878,6.177,6.177,6.177,4.120,4.120,4.120,0,130,130,130,48.857,2.838,14,56.000,56.000,56.000,0.942,0.374,0.374,0.374,nada
9.666,9.026,8.184,6.702,6.493,6.021,4.254,4.097,3.978,0,88,86,82,164.000,3.984,6,20.000,27.000,29.000,1.000,0.486,0.486,0.484,nada
4.109,3.851,3.565,3.766,3.435,2.972,3.244,3.134,3.088,0,54,52,48,1336.000,5.524,3,66.000,69.000,73.000,1.000,0.499,0.499,0.498,nada
14.743,14.134,13.065,15.813,15.419,14.659,4.060,4.045,4.066,0,112,110,106,1921.000,8.031,1,35.000,36.000,36.000,1.000,0.373,0.369,0.363,nada
9.265,8.584,7.496,6.975,6.713,6.045,3.905,3.852,3.732,0,98,96,94,560.000,4.427,8,22.000,25.000,562.000,0.959,0.394,0.386,0.369,nada
66.693,65.693,63.421,13.674,13.674,13.538,5.210,5.210,5.182,1,150,150,146,3.714,1.405,69,7.000,7.000,7.000,0.743,0.313,0.313,0.284,nada
73.408,71.999,69.457,13.018,13.212,13.129,5.467,5.477,5.474,1,116,118,114,4.449,1.058,73,6.000,6.000,8.000,0.388,0.354,0.371,0.370,nada
93.659,91.963,87.955,9.682,9.393,8.985,5.203,5.141,5.080,1,104,100,100,2.495,1.532,94,6.000,6.000,6.000,0.305,0.056,0.106,0.075,nada
80.088,78.612,75.329,26.893,26.526,25.694,5.702,5.627,5.541,1,170,166,160,2.042,1.233,93,3.000,4.000,5.000,0.624,0.291,0.284,0.308,nada
25.682,24.682,22.682,12.159,12.159,12.159,4.340,4.340,4.340,0,146,146,146,49.176,3.513,18,11.000,11.000,11.000,0.709,0.485,0.485,0.485,nada
23.315,22.315,20.315,8.928,8.928,8.928,4.389,4.389,4.389,0,132,132,132,27.737,2.233,19,58.000,58.000,58.000,0.767,0.328,0.328,0.328,nada
16.347,15.354,13.367,5.882,5.877,5.871,4.299,4.295,4.290,0,112,112,112,60.000,2.195,13,89.000,89.000,89.000,0.903,0.471,0.471,0.471,nada
12.385,11.419,10.032,8.647,8.592,8.203,4.305,4.182,4.004,0,144,144,142,84.444,3.089,8,20.000,94.000,22.000,0.973,0.452,0.457,0.435,nada
11.826,11.342,10.758,14.351,14.058,13.217,4.300,4.172,4.086,0,138,136,132,445.000,3.565,2,13.000,15.000,15.000,1.000,0.499,0.499,0.499,nada
10.797,9.770,8.396,5.742,5.666,5.253,4.155,4.117,3.999,0,88,86,88,76.333,2.797,9,68.000,20.000,19.000,1.000,0.497,0.497,0.497,nada
66.751,65.751,63.737,10.161,10.161,10.181,5.209,5.209,5.212,1,136,136,136,3.056,1.179,66,4.000,4.000,4.000,0.667,0.432,0.432,0.432,nada
66.246,64.919,62.370,14.627,14.972,15.296,5.689,5.666,5.685,1,128,128,128,2.758,0.963,67,5.000,5.000,5.000,0.478,0.403,0.408,0.413,nada
97.483,95.700,91.865,8.365,8.058,7.627,4.800,4.685,4.565,1,112,110,106,4.418,2.758,98,7.000,8.000,9.000,0.333,0.372,0.344,0.351,nada
88.457,86.506,82.822,27.811,27.378,27.009,5.306,5.168,5.082,1,168,166,164,4.971,3.480,103,8.000,11.000,85.000,0.606,0.494,0.491,0.494,nada
40.413,38.751,36.813,26.112,26.162,26.800,5.444,5.290,5.287,0,222,222,222,11.069,1.420,25,2.000,3.000,3.000,0.755,0.497,0.497,0.497,nada
37.162,35.835,32.719,13.732,13.708,13.549,5.147,5.077,4.968,0,180,180,180,9.091,1.351,31,4.000,5.000,5.000,0.703,0.437,0.432,0.443,nada
32.502,31.502,29.176,18.979,18.979,18.899,5.044,5.044,5.032,0,262,262,262,28.696,2.845,23,8.000,8.000,8.000,0.834,0.463,0.463,0.461,nada
16.922,15.868,13.921,13.795,13.831,13.600,4.045,4.091,3.972,0,228,230,228,104.500,5.160,12,32.000,32.000,40.000,0.919,0.495,0.495,0.495,nada
25.113,22.930,20.236,18.246,17.702,17.284,5.421,5.244,5.178,0,238,238,234,16.778,1.274,14,6.000,9.000,9.000,0.937,0.486,0.486,0.485,nada
19.720,18.271,15.958,6.182,5.652,5.353,4.596,4.462,4.383,0,58,52,50,18.350,1.562,17,26.000,37.000,22.000,0.771,0.463,0.463,0.463,nada
62.376,60.437,57.621,13.722,14.477,14.989,5.675,5.743,5.782,1,124,130,130,2.053,0.856,62,10.000,10.000,10.000,0.561,0.333,0.334,0.339,nada
54.714,52.939,49.606,18.625,18.826,19.531,5.766,5.751,5.798,1,128,128,132,9.138,1.173,42,17.000,71.000,57.000,0.561,0.481,0.479,0.481,nada
76.611,74.431,71.451,16.445,17.336,18.778,5.461,5.511,5.641,1,112,118,128,3.069,1.589,87,5.000,4.000,4.000,0.448,0.478,0.478,0.480,nada
61.915,58.976,55.399,19.905,20.442,21.218,5.699,5.793,5.760,1,130,136,140,11.412,1.756,58,102.000,78.000,105.000,0.528,0.377,0.379,0.406,nada
41.937,38.604,34.971,12.283,12.845,12.655,4.551,4.544,4.282,1,206,206,210,14.400,2.291,35,38.000,63.000,51.000,0.682,0.488,0.488,0.488,nada
60.195,57.622,53.868,19.404,20.412,21.140,5.620,5.521,5.535,1,168,168,168,7.000,1.420,43,13.000,20.000,18.000,0.627,0.374,0.381,0.386,nada
41.041,37.772,34.451,17.143,17.116,17.127,5.470,5.278,5.207,0,224,224,224,9.852,1.167,32,7.000,7.000,11.000,0.800,0.459,0.480,0.475,nada
22.137,20.361,17.851,6.611,6.079,5.709,4.406,4.255,4.127,0,256,256,256,26.800,1.675,19,8.000,34.000,28.000,0.877,0.454,0.447,0.448,nada
25.036,22.052,18.967,7.061,6.800,6.183,4.323,4.082,3.978,0,84,78,76,38.476,3.453,20,50.000,75.000,32.000,0.714,0.408,0.450,0.436,nada
34.258,30.707,26.976,7.120,6.896,6.248,4.798,4.718,4.607,0,100,96,92,12.960,1.409,30,9.000,9.000,36.000,0.580,0.442,0.441,0.442,nada
41.501,37.286,32.979,7.128,6.774,6.799,4.606,4.483,4.492,1,148,148,148,12.212,1.815,36,28.000,31.000,30.000,0.649,0.404,0.376,0.386,nada
41.276,36.480,32.601,8.392,7.019,7.378,4.905,4.659,4.725,0,152,144,142,11.032,1.527,33,35.000,39.000,10.000,0.610,0.313,0.298,0.281,nada
44.381,39.701,36.081,7.304,6.882,6.837,4.755,4.681,4.669,1,120,114,116,7.900,1.470,39,7.000,9.000,10.000,0.537,0.198,0.086,0.038,nada
44.533,39.531,35.747,8.402,7.421,7.657,4.843,4.658,4.705,1,144,138,140,10.882,1.674,37,9.000,33.000,34.000,0.603,0.333,0.373,0.359,nada
50.162,44.776,40.855,9.428,8.633,8.834,5.155,4.991,5.035,1,188,186,192,5.902,1.131,44,9.000,13.000,11.000,0.691,0.364,0.398,0.383,nada
53.419,47.517,43.470,6.863,6.382,6.284,4.754,4.643,4.592,1,132,126,128,7.787,1.760,47,19.000,20.000,20.000,0.552,0.238,0.063,0.223,nada
44.491,40.389,35.423,6.732,6.197,6.047,4.718,4.628,4.561,1,130,124,126,9.088,1.398,39,14.000,24.000,26.000,0.589,0.342,0.159,0.238,nada
31.671,28.335,23.661,5.923,5.430,4.815,4.577,4.468,4.274,0,86,78,72,13.172,1.690,28,18.000,26.000,21.000,0.619,0.215,0.332,0.180,nada
23.553,18.837,14.802,5.951,5.565,5.446,4.513,4.413,4.376,0,120,120,112,20.950,1.783,19,20.000,24.000,17.000,0.967,0.203,0.090,0.211,nada
36.281,29.207,25.821,5.795,5.731,5.727,4.496,4.490,4.480,0,126,126,126,12.667,1.500,30,15.000,16.000,15.000,0.759,0.133,0.014,0.140,nada
43.546,36.969,33.269,11.186,10.610,10.617,5.376,5.265,5.262,1,178,178,178,6.912,1.063,35,8.000,10.000,15.000,0.832,0.355,0.341,0.347,nada
56.037,48.942,44.909,16.175,15.761,15.888,5.910,5.855,5.871,1,260,260,262,3.767,0.764,47,5.000,5.000,5.000,0.802,0.277,0.267,0.267,nada
56.662,50.370,44.830,17.322,16.708,16.589,6.041,5.965,5.954,1,308,302,312,2.837,0.675,48,3.000,3.000,3.000,0.906,0.269,0.182,0.329,nada
56.880,49.891,45.117,17.710,16.999,16.850,6.103,6.032,6.018,1,280,278,276,2.750,0.638,50,2.000,2.000,2.000,0.802,0.180,0.146,0.105,nada
50.009,43.543,38.827,16.221,15.114,14.891,5.960,5.864,5.836,1,200,200,204,2.680,0.654,44,3.000,3.000,3.000,0.794,0.532,0.640,0.513,nada
44.425,38.168,33.883,15.931,14.964,15.189,5.962,5.869,5.877,1,224,218,222,3.190,0.629,39,3.000,3.000,3.000,0.917,0.216,0.306,0.332,nada
36.708,30.252,26.145,12.097,11.834,12.139,5.599,5.558,5.585,0,198,190,184,5.031,0.722,30,4.000,5.000,4.000,0.941,0.625,0.454,0.581,nada
24.654,20.035,16.230,12.288,11.687,10.990,5.554,5.447,5.254,0,176,166,158,4.680,0.826,21,6.000,5.000,6.000,1.000,0.299,0.309,0.298,nada
18.048,13.189,9.438,5.814,5.801,5.524,4.559,4.549,4.419,0,80,74,66,24.500,1.423,13,18.000,18.000,18.000,0.947,0.396,0.397,0.397,nada
22.474,17.577,13.594,7.747,7.122,7.163,4.917,4.794,4.780,0,118,116,108,21.200,1.325,16,9.000,12.000,10.000,0.966,0.328,0.294,0.347,nada
30.296,23.851,20.077,9.875,9.205,9.239,5.261,5.133,5.137,0,174,166,160,13.056,0.992,23,10.000,15.000,18.000,0.912,0.071,0.257,0.334,nada
34.588,28.963,24.489,15.447,14.198,14.050,5.764,5.647,5.621,0,208,194,194,5.188,0.744,29,5.000,4.000,4.000,0.907,0.113,0.196,0.025,nada
39.761,33.186,27.257,15.429,14.425,14.545,5.875,5.716,5.708,0,244,222,220,6.208,0.645,30,4.000,7.000,10.000,0.919,0.071,0.053,0.214,nada
40.553,34.560,29.091,14.093,13.236,12.873,5.758,5.661,5.594,0,248,222,216,4.514,0.766,34,4.000,3.000,5.000,0.934,0.047,0.124,0.105,nada
39.408,32.409,27.656,10.378,9.802,9.740,5.368,5.285,5.274,0,184,176,178,7.679,0.947,32,7.000,7.000,9.000,0.918,0.061,0.121,0.078,nada
35.146,27.875,23.629,9.086,8.691,8.512,5.076,5.015,5.004,0,140,142,142,11.808,1.341,26,8.000,9.000,8.000,0.833,0.412,0.407,0.363,nada
25.067,19.515,15.642,8.980,7.921,7.556,5.149,4.971,4.886,0,152,140,124,15.158,1.254,19,10.000,11.000,11.000,1.000,0.094,0.041,0.144,nada
13.615,9.103,6.499,8.730,6.974,6.078,5.003,4.583,4.173,0,86,70,64,186.000,1.890,7,5.000,12.000,30.000,1.000,0.392,0.349,0.265,nada
7.586,4.459,2.746,6.427,4.515,3.431,4.368,3.714,3.098,0,68,52,46,266.000,3.724,2,18.000,41.000,67.000,1.000,0.141,0.036,0.300,nada
15.973,10.201,7.019,5.931,5.120,4.734,4.595,4.356,4.132,0,82,68,62,33.500,1.400,10,12.000,19.000,15.000,1.000,0.070,0.174,0.174,nada
21.092,14.599,11.118,5.954,5.092,4.860,4.578,4.367,4.298,0,86,72,66,28.133,1.758,15,14.000,27.000,21.000,0.947,0.145,0.142,0.003,nada
18.730,14.240,9.743,7.309,7.257,5.969,4.865,4.818,4.512,0,96,96,70,22.214,1.290,14,10.000,11.000,14.000,0.956,0.439,0.291,0.794,nada
20.766,15.000,10.604,10.506,9.455,7.811,5.347,5.153,4.747,0,116,106,82,17.308,0.938,13,13.000,6.000,12.000,1.000,0.269,0.273,0.266,nada
18.315,13.366,9.318,7.435,7.100,6.414,4.881,4.789,4.551,0,100,92,84,26.182,1.258,12,9.000,11.000,11.000,1.000,0.316,0.264,0.260,nada
14.529,10.791,7.973,10.882,10.376,9.247,5.190,4.886,4.461,0,148,142,132,442.000,2.118,6,5.000,8.000,16.000,1.000,0.441,0.456,0.461,nada
14.012,11.004,8.427,11.673,9.348,8.012,4.919,4.595,4.274,0,84,72,62,0.000,2.933,10,15.000,20.000,34.000,1.000,0.430,0.405,0.389,nada
13.410,10.293,6.868,9.810,7.103,6.657,5.014,4.667,4.134,0,90,70,66,0.000,1.576,5,7.000,9.000,36.000,1.000,0.293,0.327,0.291,nada
5.740,3.996,2.162,6.409,5.016,3.396,3.945,3.532,2.692,0,54,54,38,0.000,5.365,1,40.000,46.000,115.000,1.000,0.417,0.394,0.321,nada
9.662,40.115,39.350,19.345,27.069,33.931,4.071,6.186,6.645,0,336,414,436,9.500,0.967,18,38.000,1.000,1.000,1.000,0.352,0.443,0.451,nada
14.849,62.069,74.628,14.929,28.969,41.586,4.901,6.398,6.853,1,278,414,478,0.790,0.845,58,21.000,2.000,0.000,1.000,0.207,0.150,0.205,nada
18.731,60.251,76.806,14.077,26.520,34.177,5.309,6.107,6.588,1,288,404,464,3.415,1.042,46,9.000,5.000,2.000,1.000,0.335,0.412,0.434,nada
48.723,105.087,127.839,36.547,49.391,54.077,6.709,6.902,7.020,1,362,454,496,1.902,0.735,106,2.000,2.000,0.000,1.000,0.372,0.415,0.412,nada
34.707,85.706,107.774,40.288,45.072,47.772,6.107,6.548,6.847,1,368,452,496,2.407,1.276,60,5.000,3.000,2.000,1.000,0.414,0.468,0.457,nada
28.457,88.168,110.636,21.114,35.575,42.019,5.817,6.610,6.878,1,300,424,474,11.000,0.465,74,7.000,44.000,1.000,1.000,0.280,0.282,0.297,nada
26.603,87.025,104.963,22.864,36.350,46.328,5.534,6.771,7.173,1,314,422,484,0.531,0.866,77,11.000,1.000,4.000,1.000,0.390,0.377,0.377,nada
9.186,40.586,38.885,13.524,23.583,30.109,4.338,6.059,6.521,0,236,340,364,4.053,0.831,22,26.000,1.000,1.000,1.000,0.246,0.333,0.361,nada
10.888,21.829,22.585,7.674,9.684,11.355,4.676,5.004,5.341,0,78,112,112,6.458,1.225,19,12.000,11.000,10.000,1.000,0.484,0.469,0.469,nada
3.733,12.210,9.687,4.044,6.873,6.908,3.424,4.437,4.530,0,88,104,100,48.571,2.149,7,24.000,15.000,14.000,1.000,0.391,0.397,0.366,nada
4.982,38.557,30.889,8.110,15.916,20.441,3.340,5.794,6.146,0,132,186,222,12.923,0.694,21,53.000,3.000,11.000,0.976,0.137,0.421,0.429,nada
11.313,59.356,60.630,13.103,23.518,36.573,4.338,6.316,6.954,1,186,264,306,7.053,0.568,40,24.000,1.000,0.000,0.969,0.333,0.364,0.397,nada
14.155,56.384,62.262,13.417,21.964,34.143,4.791,6.071,6.814,1,154,228,292,6.783,0.672,38,23.000,4.000,1.000,0.915,0.294,0.233,0.387,nada
33.109,90.399,108.544,32.033,41.151,52.363,6.086,6.993,7.461,1,356,412,464,1.800,0.439,57,8.000,2.000,0.000,0.895,0.091,0.219,0.284,nada
32.373,91.990,116.392,30.325,33.328,34.370,6.001,6.193,6.269,1,378,378,396,4.935,1.585,63,6.000,7.000,6.000,0.754,0.408,0.492,0.471,nada
30.080,98.165,120.086,26.855,26.645,32.862,5.839,6.520,6.946,1,374,408,436,1.467,0.828,83,8.000,1.000,0.000,0.863,0.135,0.260,0.298,nada
20.737,76.089,81.662,29.258,34.985,42.066,4.742,6.811,7.146,1,368,426,436,3.677,0.509,42,24.000,3.000,4.000,0.902,0.439,0.361,0.385,nada
12.268,47.470,47.726,19.173,27.233,34.214,4.627,5.983,6.390,0,312,410,484,12.800,1.089,24,23.000,9.000,9.000,0.943,0.185,0.212,0.197,nada
16.410,32.607,32.848,8.976,8.354,9.536,4.972,4.829,5.252,0,120,160,156,12.036,1.485,27,8.000,13.000,8.000,0.948,0.308,0.384,0.225,nada
4.940,22.025,18.019,6.604,11.768,10.946,3.781,5.152,5.198,0,104,180,166,39.000,1.616,12,41.000,5.000,6.000,1.000,0.294,0.273,0.278,nada
5.161,31.864,26.255,11.329,19.489,23.326,3.372,5.599,5.879,0,274,406,456,23.636,1.066,14,60.000,12.000,25.000,0.989,0.377,0.404,0.392,nada
7.461,45.869,43.313,10.398,19.752,24.826,3.867,6.018,6.403,0,140,208,240,9.211,0.742,23,45.000,6.000,1.000,0.940,0.403,0.096,0.039,nada
15.157,50.143,54.978,11.849,16.209,21.688,4.969,5.841,6.360,1,128,200,256,3.902,0.748,41,17.000,3.000,2.000,0.888,0.450,0.481,0.480,nada
37.104,101.807,125.172,21.353,32.451,41.745,5.977,6.565,6.891,1,194,306,372,1.981,0.532,100,5.000,3.000,0.000,0.864,0.446,0.486,0.491,nada
32.151,90.712,116.007,22.659,28.735,31.187,5.833,5.987,6.185,1,304,298,312,5.274,1.694,63,4.000,2.000,14.000,0.615,0.439,0.462,0.487,nada
29.204,98.889,122.740,17.572,19.125,25.981,5.693,6.137,6.575,1,314,340,386,1.904,1.112,86,5.000,2.000,1.000,0.762,0.081,0.207,0.246,nada
32.328,104.105,125.814,20.224,25.697,34.309,5.435,6.281,6.515,1,260,350,422,2.021,1.241,95,9.000,1.000,1.000,0.841,0.146,0.034,0.120,nada
20.147,64.355,69.929,23.333,34.418,45.446,5.463,6.607,7.036,1,336,416,476,6.400,0.696,33,13.000,1.000,4.000,0.918,0.355,0.430,0.439,nada
12.630,32.569,31.204,10.239,14.469,13.733,4.920,5.460,5.574,0,156,230,220,15.286,1.372,22,14.000,3.000,10.000,0.960,0.540,0.146,0.025,nada
5.795,19.961,17.615,6.016,10.751,10.108,4.044,4.970,5.086,0,116,180,182,39.700,1.633,12,23.000,17.000,9.000,1.000,0.435,0.448,0.459,nada
4.539,32.751,22.675,8.310,15.033,14.867,3.138,5.676,5.726,0,150,224,230,17.923,0.963,16,65.000,3.000,3.000,0.980,0.327,0.210,0.128,nada
4.874,37.588,32.176,7.523,15.536,17.158,3.275,5.754,6.004,0,94,196,202,14.643,0.851,21,56.000,6.000,2.000,0.953,0.103,0.275,0.363,nada
9.346,39.540,38.494,9.639,11.175,15.609,4.458,5.280,5.905,0,118,174,182,12.211,0.983,25,31.000,9.000,2.000,0.881,0.285,0.237,0.295,nada
28.562,92.597,110.692,21.027,34.903,47.286,5.436,6.561,6.995,1,172,272,350,1.411,1.105,92,12.000,8.000,0.000,0.840,0.206,0.412,0.443,nada
35.788,95.824,120.265,22.671,32.672,34.792,5.794,5.630,5.857,1,312,382,414,5.841,1.917,65,4.000,8.000,5.000,0.837,0.448,0.484,0.494,nada
36.875,105.950,135.036,18.093,19.101,22.768,5.793,5.765,6.143,1,246,294,378,4.216,2.222,89,5.000,6.000,3.000,0.746,0.426,0.449,0.447,nada
26.223,90.998,108.283,21.964,26.137,36.225,5.464,6.434,6.975,1,282,352,396,2.034,1.090,81,12.000,2.000,1.000,0.904,0.317,0.329,0.307,nada
14.776,54.923,59.205,15.898,24.604,30.276,5.072,6.329,6.666,1,226,310,362,6.417,0.667,34,16.000,3.000,0.000,0.902,0.169,0.280,0.355,nada
15.113,26.523,29.910,7.787,8.672,8.966,4.856,4.712,4.978,0,140,168,188,21.588,1.542,22,12.000,8.000,19.000,0.851,0.442,0.481,0.471,nada
5.280,24.548,12.639,5.914,11.249,8.223,3.909,5.258,4.860,0,94,196,174,39.600,1.673,13,39.000,4.000,8.000,1.000,0.215,0.412,0.370,nada
3.839,33.507,22.446,6.846,12.060,11.903,3.078,5.384,5.443,0,144,194,212,18.067,1.129,18,67.000,8.000,4.000,0.978,0.035,0.058,0.158,nada
5.588,44.399,36.268,9.335,15.608,17.543,3.271,5.808,6.091,0,130,208,226,9.263,0.746,27,56.000,3.000,2.000,0.979,0.249,0.353,0.343,nada
8.602,43.565,39.427,10.921,16.490,19.585,4.142,5.698,6.166,0,140,298,278,6.815,0.807,27,34.000,6.000,2.000,0.963,0.369,0.467,0.468,nada
9.222,56.046,51.796,13.787,20.031,24.460,3.732,6.153,6.484,0,166,234,284,6.500,0.738,32,44.000,3.000,3.000,0.914,0.258,0.355,0.380,nada
15.508,67.131,71.387,15.236,22.182,30.216,4.883,6.096,6.749,1,174,268,316,2.727,0.750,49,18.000,3.000,1.000,0.876,0.338,0.407,0.326,nada
26.312,102.393,121.063,14.995,13.812,16.508,5.527,5.656,6.026,1,156,214,252,2.805,1.329,82,5.000,5.000,2.000,0.605,0.216,0.422,0.382,nada
25.530,97.473,122.691,10.874,8.384,10.050,5.114,4.865,5.290,1,154,122,164,3.988,1.823,80,9.000,22.000,8.000,0.387,0.468,0.453,0.455,nada
20.976,64.583,76.434,9.696,22.066,27.220,5.191,6.077,6.445,1,142,236,288,3.245,0.851,54,9.000,3.000,2.000,0.813,0.447,0.464,0.453,nada
14.742,24.702,28.798,5.732,6.561,6.431,4.387,4.279,4.425,0,140,156,162,25.500,2.408,22,20.000,18.000,20.000,0.860,0.359,0.431,0.432,nada
5.273,14.891,13.952,4.193,8.796,6.237,3.821,4.679,4.600,0,64,112,78,43.600,1.910,10,32.000,9.000,18.000,1.000,0.363,0.397,0.337,nada
4.589,33.847,31.971,7.182,11.313,14.694,3.404,5.288,5.841,0,100,156,174,14.000,1.063,21,54.000,6.000,3.000,0.947,0.018,0.049,0.165,nada
4.878,36.388,31.388,6.862,11.529,13.669,3.481,5.367,5.758,0,100,164,168,10.160,1.104,24,60.000,6.000,3.000,0.947,0.476,0.397,0.235,nada
8.581,31.058,31.377,6.536,8.574,10.792,4.466,4.826,5.346,0,122,182,202,14.905,1.338,23,18.000,10.000,10.000,0.910,0.321,0.213,0.359,nada
7.737,60.639,53.621,9.875,14.811,15.841,3.808,5.786,5.973,1,124,216,238,4.500,0.887,40,48.000,3.000,4.000,0.878,0.230,0.109,0.213,nada
11.701,61.556,61.132,11.071,14.239,16.149,4.562,5.564,5.932,1,118,212,228,5.500,1.023,43,29.000,7.000,4.000,0.820,0.012,0.334,0.378,nada
17.915,88.541,96.023,15.899,17.926,26.434,5.218,6.002,6.599,1,146,220,304,3.246,0.934,63,15.000,3.000,2.000,0.752,0.165,0.337,0.425,nada
26.935,97.039,117.671,15.871,17.118,25.016,5.562,5.874,6.505,1,202,272,330,1.930,0.982,80,6.000,2.000,1.000,0.804,0.032,0.185,0.202,nada
13.910,51.160,57.110,12.361,20.273,23.145,5.090,6.032,6.309,1,208,258,324,6.030,0.896,36,11.000,3.000,4.000,0.886,0.212,0.403,0.335,nada
12.527,21.613,25.497,4.969,5.045,4.762,4.282,4.112,4.174,0,74,90,90,29.632,2.386,19,33.000,37.000,43.000,0.719,0.157,0.192,0.130,nada
4.137,9.535,12.849,3.103,4.751,5.461,3.366,3.885,4.310,0,32,50,60,104.429,3.161,7,59.000,48.000,24.000,1.000,0.281,0.362,0.325,nada
3.282,29.708,22.145,5.049,9.285,10.095,3.095,5.037,5.317,0,78,132,126,19.867,1.246,17,77.000,9.000,6.000,1.000,0.370,0.314,0.360,nada
4.603,37.112,28.592,6.590,12.439,12.238,3.450,5.447,5.589,0,104,202,196,14.278,1.084,22,58.000,6.000,4.000,0.932,0.344,0.151,0.250,nada
5.907,38.881,35.326,7.261,13.554,10.784,3.897,5.486,5.347,0,108,164,152,20.111,1.527,24,41.000,17.000,13.000,0.829,0.146,0.343,0.148,nada
5.593,52.018,48.208,7.799,13.385,13.026,3.552,5.601,5.655,0,86,150,168,7.581,1.049,33,60.000,6.000,7.000,0.711,0.054,0.268,0.056,nada
6.971,52.739,48.909,7.855,9.638,9.573,3.980,5.147,5.269,1,110,142,152,9.176,1.412,35,39.000,10.000,8.000,0.646,0.130,0.259,0.275,nada
12.396,66.292,67.948,11.679,16.462,20.664,4.846,5.870,5.937,1,118,188,264,5.125,0.953,45,21.000,4.000,5.000,0.662,0.176,0.180,0.203,nada
16.964,66.012,78.989,10.549,17.280,20.172,5.164,5.917,6.273,1,116,200,242,2.468,0.793,55,7.000,3.000,3.000,0.730,0.420,0.454,0.460,nada
8.762,46.304,43.645,8.278,14.513,14.954,4.357,5.675,5.806,0,84,192,242,6.735,1.036,32,31.000,4.000,4.000,0.843,0.344,0.219,0.199,nada
10.048,18.739,20.873,4.231,4.743,4.763,4.022,4.032,4.227,0,72,80,78,33.750,2.259,16,56.000,38.000,35.000,0.826,0.424,0.439,0.439,nada
3.041,7.411,9.739,2.551,4.359,4.967,2.950,3.723,4.124,0,46,66,66,227.500,3.813,5,86.000,53.000,30.000,1.000,0.140,0.235,0.304,nada
